order_id,customer_id,order_date,order_value,payment_method,status,city
ORD_11070,CUST_8061,2024-05-10,3172,Netbanking,Returned,Hyderabad
ORD_11071,CUST_8506,2023-12-09,2250,UPI,Delivered,Delhi
ORD_11072,CUST_2370,2024-03-22,1051,Card,Delivered,Kolkata
ORD_11073,CUST_6776,2024-03-06,4315,COD,Returned,Delhi
ORD_11074,CUST_6627,2024-04-21,2985,Netbanking,Cancelled,Pune
ORD_11075,CUST_6537,2023-12-12,3256,COD,Delivered,Delhi
ORD_11076,CUST_2841,2024-04-24,4726,Netbanking,Returned,Kolkata
ORD_11077,CUST_6926,2024-03-17,2264,Netbanking,Cancelled,Pune
ORD_11078,CUST_2804,2023-12-16,544,Netbanking,Delivered,Mumbai
ORD_11079,CUST_7083,2023-12-11,991,Netbanking,Delivered,Pune
ORD_11080,CUST_7289,2024-03-15,4400,UPI,Delivered,Delhi
ORD_11081,CUST_4886,2024-01-01,2269,Netbanking,Delivered,Mumbai
ORD_11082,CUST_2395,2024-04-14,1034,UPI,Delivered,Kolkata
ORD_11083,CUST_7334,2024-01-31,3438,UPI,Delivered,Bangalore
ORD_11084,CUST_7717,2024-02-24,2629,Card,Delivered,Chennai
ORD_11085,CUST_8210,2024-05-26,4371,Netbanking,Delivered,Bangalore
ORD_11086,CUST_2691,2024-01-28,1240,UPI,Returned,Hyderabad
ORD_11087,CUST_6399,2024-02-07,3667,UPI,Delivered,Pune
ORD_11088,CUST_1367,2024-04-16,1834,Netbanking,Cancelled,Kolkata
ORD_11089,CUST_3190,2023-12-22,3862,Netbanking,Cancelled,Chennai
ORD_11090,CUST_3696,2024-05-30,1326,COD,Delivered,Chennai
ORD_11091,CUST_1728,2024-01-12,2824,COD,Delivered,Hyderabad
ORD_11092,CUST_7142,2024-05-01,4038,COD,Cancelled,Kolkata
ORD_11093,CUST_7395,2024-02-04,3027,Card,Returned,Kolkata
ORD_11094,CUST_4097,2024-04-01,972,Card,Delivered,Mumbai
ORD_11095,CUST_6597,2024-01-26,4988,COD,Cancelled,Mumbai
ORD_11096,CUST_8629,2023-12-19,747,Card,Delivered,Kolkata
ORD_11097,CUST_7610,2024-02-10,2698,Netbanking,Returned,Bangalore
ORD_11098,CUST_8369,2024-02-05,4667,COD,Cancelled,Bangalore
ORD_11099,CUST_5917,2024-04-06,927,Netbanking,Cancelled,Bangalore
ORD_11100,CUST_8083,2023-12-28,4596,Netbanking,Delivered,Kolkata
ORD_11101,CUST_4145,2024-05-09,518,UPI,Delivered,Hyderabad
ORD_11102,CUST_1359,2024-04-13,2333,Card,Cancelled,Pune
ORD_11103,CUST_7543,2024-01-06,4411,UPI,Cancelled,Bangalore
ORD_11104,CUST_3100,2024-04-15,2332,COD,Returned,Bangalore
ORD_11105,CUST_7017,2024-01-31,828,UPI,Delivered,Pune
ORD_11106,CUST_1312,2024-04-30,1468,Netbanking,Cancelled,Kolkata
ORD_11107,CUST_4804,2024-05-21,1699,Netbanking,Delivered,Kolkata
ORD_11108,CUST_3770,2024-02-04,4174,Netbanking,Cancelled,Delhi
ORD_11109,CUST_8453,2024-05-09,2671,Netbanking,Delivered,Chennai
ORD_11110,CUST_4192,2024-02-24,1514,COD,Delivered,Pune
ORD_11111,CUST_4020,2023-12-17,5049,COD,Returned,Hyderabad
ORD_11112,CUST_6927,2024-03-21,4867,Card,Delivered,Delhi
ORD_11113,CUST_8995,2024-05-09,1384,Card,Returned,Delhi
ORD_11114,CUST_8218,2024-01-27,3335,UPI,Delivered,Mumbai
ORD_11115,CUST_2572,2024-04-02,888,Card,Delivered,Kolkata
ORD_11116,CUST_1447,2024-04-30,718,UPI,Cancelled,Bangalore
ORD_11117,CUST_5747,2024-02-12,711,Card,Returned,Mumbai
ORD_11118,CUST_6408,2024-04-02,655,UPI,Delivered,Bangalore
ORD_11119,CUST_5895,2024-02-12,2065,Netbanking,Delivered,Delhi
ORD_11120,CUST_5966,2024-04-18,4371,Card,Delivered,Bangalore
ORD_11121,CUST_7064,2024-04-20,3438,Card,Delivered,Mumbai
ORD_11122,CUST_1686,2024-05-29,3177,Netbanking,Delivered,Kolkata
ORD_11123,CUST_6950,2024-01-01,1235,UPI,Delivered,Pune
ORD_11124,CUST_7423,2024-02-05,3992,Card,Cancelled,Bangalore
ORD_11125,CUST_3856,2024-04-30,2101,COD,Cancelled,Kolkata
ORD_11126,CUST_7341,2024-04-05,5062,COD,Returned,Hyderabad
ORD_11127,CUST_8021,2024-01-02,4207,Netbanking,Delivered,Kolkata
ORD_11128,CUST_6463,2023-12-14,2433,Netbanking,Delivered,Pune
ORD_11129,CUST_2984,2024-04-01,5186,COD,Delivered,Chennai
ORD_11130,CUST_8907,2024-04-02,4584,UPI,Delivered,Bangalore
ORD_11131,CUST_7137,2024-02-21,2358,Card,Delivered,Mumbai
ORD_11132,CUST_6915,2024-01-14,1696,COD,Delivered,Pune
ORD_11133,CUST_8594,2024-02-23,5298,Netbanking,Delivered,Mumbai
ORD_11134,CUST_3821,2024-05-05,4999,Card,Delivered,Delhi
ORD_11135,CUST_4493,2024-05-22,2122,Netbanking,Delivered,Delhi
ORD_11136,CUST_6894,2024-05-31,327,UPI,Delivered,Mumbai
ORD_11137,CUST_1269,2024-03-23,1866,UPI,Delivered,Bangalore
ORD_11138,CUST_8638,2024-05-15,3185,Netbanking,Delivered,Kolkata
ORD_11139,CUST_8217,2024-05-01,2332,UPI,Delivered,Chennai
ORD_11140,CUST_8167,2024-02-07,398,COD,Delivered,Hyderabad
ORD_11141,CUST_8023,2024-02-12,1664,Card,Cancelled,Chennai
ORD_11142,CUST_1706,2024-01-30,4726,COD,Delivered,Kolkata
ORD_11143,CUST_2115,2023-12-21,2317,Card,Delivered,Pune
ORD_11144,CUST_2027,2024-03-02,4865,Card,Returned,Kolkata
ORD_11145,CUST_4334,2023-12-23,4998,UPI,Cancelled,Pune
ORD_11146,CUST_4745,2023-12-18,1298,Card,Delivered,Bangalore
ORD_11147,CUST_3596,2024-02-29,1834,COD,Delivered,Kolkata
ORD_11148,CUST_1560,2024-02-01,2250,Netbanking,Delivered,Bangalore
ORD_11149,CUST_4996,2023-12-23,444,COD,Delivered,Hyderabad
ORD_11150,CUST_5284,2024-06-01,4248,Netbanking,Delivered,Chennai
ORD_11151,CUST_2963,2024-02-23,1710,COD,Cancelled,Mumbai
ORD_11152,CUST_8892,2024-03-27,4151,Netbanking,Cancelled,Kolkata
ORD_11153,CUST_5224,2024-01-25,2856,COD,Delivered,Delhi
ORD_11154,CUST_3171,2024-04-30,1063,COD,Delivered,Kolkata
ORD_11155,CUST_2612,2024-01-02,4890,COD,Delivered,Mumbai
ORD_11156,CUST_3871,2023-12-30,2062,Netbanking,Returned,Chennai
ORD_11157,CUST_6370,2024-01-24,1286,Card,Delivered,Pune
ORD_11158,CUST_8699,2024-04-12,3352,COD,Returned,Kolkata
ORD_11159,CUST_2323,2024-05-19,843,Card,Cancelled,Kolkata
ORD_11160,CUST_6197,2024-04-16,1057,Netbanking,Returned,Chennai
ORD_11161,CUST_5000,2024-03-08,1444,Netbanking,Delivered,Pune
ORD_11162,CUST_8122,2024-02-22,4545,Netbanking,Cancelled,Mumbai
ORD_11163,CUST_8451,2024-02-19,4167,Netbanking,Delivered,Kolkata
ORD_11164,CUST_6568,2024-01-06,3389,UPI,Delivered,Kolkata
ORD_11165,CUST_7581,2024-05-05,1699,UPI,Delivered,Bangalore
ORD_11166,CUST_7737,2024-01-13,4762,COD,Cancelled,Hyderabad
ORD_11167,CUST_2585,2024-01-06,1466,Card,Delivered,Kolkata
ORD_11168,CUST_2062,2024-04-01,1881,Netbanking,Delivered,Kolkata
ORD_11169,CUST_4771,2024-03-30,2426,Card,Delivered,Mumbai
ORD_11170,CUST_8382,2024-03-18,868,Netbanking,Delivered,Pune
ORD_11171,CUST_1694,2024-04-18,420,UPI,Delivered,Bangalore
ORD_11172,CUST_1773,2024-01-04,2422,UPI,Delivered,Mumbai
ORD_11173,CUST_7167,2024-05-06,3580,Netbanking,Delivered,Chennai
ORD_11174,CUST_8690,2024-04-30,4939,Card,Delivered,Delhi
ORD_11175,CUST_5009,2024-02-24,1441,UPI,Cancelled,Bangalore
ORD_11176,CUST_8542,2023-12-31,1954,COD,Cancelled,Bangalore
ORD_11177,CUST_3327,2024-05-06,4113,COD,Delivered,Pune
ORD_11178,CUST_3111,2024-02-23,4630,Card,Delivered,Delhi
ORD_11179,CUST_3219,2024-04-10,1737,Netbanking,Cancelled,Hyderabad
ORD_11180,CUST_6646,2024-05-16,2188,COD,Delivered,Hyderabad
ORD_11181,CUST_8832,2023-12-13,3918,Card,Cancelled,Hyderabad
ORD_11182,CUST_2679,2024-05-27,5198,Card,Delivered,Hyderabad
ORD_11183,CUST_8509,2023-12-26,802,UPI,Delivered,Hyderabad
ORD_11184,CUST_2305,2024-02-06,3997,COD,Delivered,Chennai
ORD_11185,CUST_3605,2024-04-12,875,Card,Delivered,Chennai
ORD_11186,CUST_1997,2024-02-05,1170,Netbanking,Delivered,Kolkata
ORD_11187,CUST_5325,2023-12-31,3413,COD,Delivered,Delhi
ORD_11188,CUST_6281,2024-05-24,1924,Netbanking,Returned,Bangalore
ORD_11189,CUST_6672,2024-04-20,3343,Netbanking,Delivered,Pune
ORD_11190,CUST_3890,2024-04-01,1816,Netbanking,Delivered,Kolkata
ORD_11191,CUST_8353,2024-05-02,387,Netbanking,Returned,Hyderabad
ORD_11192,CUST_2220,2024-04-23,1515,Card,Delivered,Chennai
ORD_11193,CUST_4820,2023-12-26,2711,Card,Delivered,Delhi
ORD_11194,CUST_7385,2024-01-04,2896,Card,Delivered,Mumbai
ORD_11195,CUST_1568,2024-01-06,4329,UPI,Delivered,Kolkata
ORD_11196,CUST_5875,2023-12-22,674,COD,Delivered,Pune
ORD_11197,CUST_8241,2023-12-21,1428,UPI,Cancelled,Kolkata
ORD_11198,CUST_1737,2024-03-12,2136,Card,Delivered,Delhi
ORD_11199,CUST_2898,2023-12-29,4642,Netbanking,Cancelled,Delhi
ORD_11200,CUST_4666,2023-12-09,3028,Card,Delivered,Bangalore
ORD_11201,CUST_5729,2024-03-14,1740,Card,Returned,Kolkata
ORD_11202,CUST_4940,2023-12-15,4153,Card,Delivered,Kolkata
ORD_11203,CUST_8142,2024-04-09,1804,Card,Delivered,Mumbai
ORD_11204,CUST_1123,2024-02-24,4452,Card,Delivered,Chennai
ORD_11205,CUST_8876,2024-04-22,3133,UPI,Delivered,Delhi
ORD_11206,CUST_5711,2023-12-12,3596,COD,Returned,Mumbai
ORD_11207,CUST_8874,2024-01-05,1819,COD,Delivered,Chennai
ORD_11208,CUST_2838,2024-03-30,4227,UPI,Delivered,Kolkata
ORD_11209,CUST_8450,2024-01-18,3361,COD,Delivered,Pune
ORD_11210,CUST_1422,2024-03-22,4808,COD,Returned,Kolkata
ORD_11211,CUST_2981,2024-02-08,3508,Netbanking,Cancelled,Bangalore
ORD_11212,CUST_3428,2024-05-30,3782,Card,Delivered,Bangalore
ORD_11213,CUST_5682,2024-01-30,4322,Netbanking,Delivered,Delhi
ORD_11214,CUST_7687,2024-05-26,3533,Netbanking,Cancelled,Hyderabad
ORD_11215,CUST_6871,2024-03-18,2507,UPI,Cancelled,Bangalore
ORD_11216,CUST_3591,2023-12-24,5066,UPI,Delivered,Bangalore
ORD_11217,CUST_5427,2023-12-11,4242,Netbanking,Delivered,Bangalore
ORD_11218,CUST_2141,2024-01-16,2534,Card,Returned,Hyderabad
ORD_11219,CUST_5373,2024-03-19,4013,COD,Delivered,Kolkata
ORD_11220,CUST_5826,2024-04-16,3018,Netbanking,Delivered,Bangalore
ORD_11221,CUST_8642,2024-04-11,3315,COD,Delivered,Chennai
ORD_11222,CUST_3527,2024-03-17,2650,Card,Returned,Mumbai
ORD_11223,CUST_6037,2024-05-15,3688,COD,Delivered,Delhi
ORD_11224,CUST_5170,2024-03-05,5029,UPI,Delivered,Bangalore
ORD_11225,CUST_6014,2024-02-25,2281,COD,Delivered,Delhi
ORD_11226,CUST_4731,2023-12-28,3905,UPI,Delivered,Delhi
ORD_11227,CUST_6760,2023-12-23,1316,COD,Delivered,Mumbai
ORD_11228,CUST_3378,2024-04-12,1411,UPI,Returned,Mumbai
ORD_11229,CUST_3970,2024-05-23,4996,COD,Delivered,Mumbai
ORD_11230,CUST_7541,2024-02-28,3960,Card,Delivered,Kolkata
ORD_11231,CUST_3850,2024-04-17,4292,COD,Delivered,Hyderabad
ORD_11232,CUST_7942,2024-01-15,1603,COD,Delivered,Hyderabad
ORD_11233,CUST_3465,2024-02-17,4467,UPI,Returned,Delhi
ORD_11234,CUST_8100,2024-01-02,1371,UPI,Delivered,Chennai
ORD_11235,CUST_4075,2024-01-06,4835,COD,Delivered,Hyderabad
ORD_11236,CUST_6264,2023-12-30,791,Netbanking,Delivered,Hyderabad
ORD_11237,CUST_8947,2024-03-01,4530,COD,Delivered,Bangalore
ORD_11238,CUST_8572,2023-12-10,2913,UPI,Returned,Hyderabad
ORD_11239,CUST_2234,2024-05-11,357,Netbanking,Delivered,Mumbai
ORD_11240,CUST_6719,2023-12-23,3749,COD,Delivered,Mumbai
ORD_11241,CUST_6800,2024-02-12,4548,COD,Delivered,Chennai
ORD_11242,CUST_4966,2024-05-31,4078,Netbanking,Returned,Delhi
ORD_11243,CUST_4623,2023-12-27,4890,COD,Returned,Mumbai
ORD_11244,CUST_5297,2024-03-27,2154,UPI,Returned,Hyderabad
ORD_11245,CUST_7710,2024-01-17,2920,COD,Delivered,Chennai
ORD_11246,CUST_4906,2024-04-15,2236,UPI,Delivered,Delhi
ORD_11247,CUST_7171,2024-05-10,464,Netbanking,Delivered,Kolkata
ORD_11248,CUST_6840,2024-04-18,1131,UPI,Delivered,Hyderabad
ORD_11249,CUST_1882,2024-01-14,3758,Netbanking,Delivered,Bangalore
ORD_11250,CUST_5796,2024-04-16,1372,Netbanking,Delivered,Kolkata
ORD_11251,CUST_2498,2024-05-18,4280,COD,Delivered,Kolkata
ORD_11252,CUST_3193,2024-05-30,665,Card,Delivered,Mumbai
ORD_11253,CUST_8610,2024-04-08,729,Netbanking,Delivered,Kolkata
ORD_11254,CUST_5634,2024-02-29,809,UPI,Delivered,Pune
ORD_11255,CUST_8604,2024-02-08,1279,Netbanking,Delivered,Bangalore
ORD_11256,CUST_2760,2024-01-02,1645,Card,Cancelled,Kolkata
ORD_11257,CUST_8580,2024-04-23,352,Card,Delivered,Pune
ORD_11258,CUST_2684,2024-01-05,715,COD,Delivered,Bangalore
ORD_11259,CUST_7001,2024-03-12,1176,UPI,Delivered,Pune
ORD_11260,CUST_3028,2024-01-15,3729,UPI,Returned,Delhi
ORD_11261,CUST_3723,2023-12-06,2182,Netbanking,Delivered,Hyderabad
ORD_11262,CUST_3315,2023-12-25,1978,Card,Delivered,Chennai
ORD_11263,CUST_5969,2024-03-13,3583,UPI,Delivered,Kolkata
ORD_11264,CUST_8062,2023-12-08,1642,COD,Delivered,Delhi
ORD_11265,CUST_8859,2023-12-31,2113,UPI,Cancelled,Pune
ORD_11266,CUST_1874,2024-01-20,5137,COD,Delivered,Delhi
ORD_11267,CUST_5813,2024-02-02,1074,COD,Delivered,Delhi
ORD_11268,CUST_7008,2024-04-01,2206,COD,Returned,Chennai
ORD_11269,CUST_4155,2024-04-25,3776,UPI,Delivered,Delhi
ORD_11270,CUST_7136,2023-12-14,808,Netbanking,Delivered,Mumbai
ORD_11271,CUST_4483,2024-02-06,5262,Netbanking,Delivered,Bangalore
ORD_11272,CUST_3085,2024-03-19,1886,Netbanking,Returned,Delhi
ORD_11273,CUST_4941,2024-04-07,3552,Card,Delivered,Chennai
ORD_11274,CUST_8353,2024-04-09,4851,UPI,Delivered,Chennai
ORD_11275,CUST_6266,2024-03-01,1952,Card,Delivered,Mumbai
ORD_11276,CUST_8802,2024-05-18,3716,Netbanking,Cancelled,Delhi
ORD_11277,CUST_2973,2024-05-20,1852,UPI,Delivered,Delhi
ORD_11278,CUST_8436,2024-05-11,2972,Netbanking,Delivered,Bangalore
ORD_11279,CUST_3108,2024-05-02,3638,COD,Delivered,Hyderabad
ORD_11280,CUST_1068,2024-05-28,3173,Netbanking,Delivered,Bangalore
ORD_11281,CUST_4548,2024-03-24,1395,UPI,Delivered,Delhi
ORD_11282,CUST_3878,2024-05-05,5158,Card,Delivered,Chennai
ORD_11283,CUST_6859,2024-02-24,3336,Card,Delivered,Bangalore
ORD_11284,CUST_5720,2023-12-28,2681,Netbanking,Delivered,Hyderabad
ORD_11285,CUST_2458,2024-05-03,719,Netbanking,Delivered,Kolkata
ORD_11286,CUST_7606,2024-02-05,4374,COD,Returned,Chennai
ORD_11287,CUST_7839,2024-04-05,3618,Netbanking,Cancelled,Mumbai
ORD_11288,CUST_7759,2024-04-29,1336,Card,Delivered,Hyderabad
ORD_11289,CUST_3111,2024-02-24,1933,UPI,Delivered,Mumbai
ORD_11290,CUST_8112,2024-02-14,4900,Netbanking,Delivered,Mumbai
ORD_11291,CUST_2871,2023-12-22,3801,COD,Delivered,Mumbai
ORD_11292,CUST_5397,2023-12-15,5134,Netbanking,Returned,Hyderabad
ORD_11293,CUST_4400,2024-01-27,5294,COD,Returned,Delhi
ORD_11294,CUST_8045,2024-02-16,1919,Netbanking,Cancelled,Chennai
ORD_11295,CUST_5856,2024-04-20,3004,Netbanking,Returned,Chennai
ORD_11296,CUST_4725,2024-03-04,2112,UPI,Delivered,Hyderabad
ORD_11297,CUST_3920,2023-12-14,3584,Card,Delivered,Bangalore
ORD_11298,CUST_3717,2024-02-29,574,Card,Delivered,Chennai
ORD_11299,CUST_7891,2024-04-12,369,Netbanking,Delivered,Delhi
ORD_11300,CUST_2453,2023-12-31,4316,Netbanking,Delivered,Mumbai
ORD_11301,CUST_5746,2024-05-07,1744,Netbanking,Delivered,Mumbai
ORD_11302,CUST_6997,2024-03-13,3037,Card,Delivered,Bangalore
ORD_11303,CUST_2675,2024-01-16,2468,Card,Delivered,Mumbai
ORD_11304,CUST_8208,2023-12-07,4674,Netbanking,Delivered,Chennai
ORD_11305,CUST_2066,2024-04-10,2555,UPI,Delivered,Pune
ORD_11306,CUST_3705,2023-12-14,4311,Card,Delivered,Bangalore
ORD_11307,CUST_5224,2024-04-28,3475,COD,Delivered,Pune
ORD_11308,CUST_2120,2024-06-01,3725,UPI,Cancelled,Pune
ORD_11309,CUST_7155,2024-02-02,3788,UPI,Delivered,Delhi
ORD_11310,CUST_6740,2023-12-08,372,Card,Delivered,Hyderabad
ORD_11311,CUST_1510,2024-04-01,2145,UPI,Delivered,Hyderabad
ORD_11312,CUST_7435,2024-02-05,5266,Netbanking,Cancelled,Bangalore
ORD_11313,CUST_4149,2023-12-12,3998,Netbanking,Returned,Pune
ORD_11314,CUST_6512,2024-02-08,1893,COD,Delivered,Kolkata
ORD_11315,CUST_3887,2024-03-26,1615,COD,Delivered,Chennai
ORD_11316,CUST_7242,2024-04-14,3120,COD,Delivered,Pune
ORD_11317,CUST_8400,2024-05-20,1449,COD,Returned,Bangalore
ORD_11318,CUST_5909,2024-03-18,2402,Card,Delivered,Mumbai
ORD_11319,CUST_2052,2023-12-17,1769,Netbanking,Delivered,Pune
ORD_11320,CUST_2619,2024-03-21,2020,COD,Returned,Delhi
ORD_11321,CUST_8926,2024-02-16,4249,COD,Delivered,Kolkata
ORD_11322,CUST_8217,2024-01-15,2319,UPI,Returned,Mumbai
ORD_11323,CUST_7737,2024-01-08,3046,Card,Cancelled,Delhi
ORD_11324,CUST_4825,2024-05-23,4976,COD,Delivered,Kolkata
ORD_11325,CUST_7446,2024-04-25,2002,Card,Delivered,Bangalore
ORD_11326,CUST_2316,2024-03-11,4714,Card,Delivered,Bangalore
ORD_11327,CUST_8441,2024-04-30,557,Netbanking,Delivered,Kolkata
ORD_11328,CUST_6309,2024-04-27,3739,UPI,Returned,Pune
ORD_11329,CUST_2924,2024-03-15,1546,UPI,Delivered,Pune
ORD_11330,CUST_4922,2024-05-21,968,UPI,Delivered,Hyderabad
ORD_11331,CUST_6731,2024-02-14,2859,COD,Delivered,Bangalore
ORD_11332,CUST_4749,2024-01-19,5289,COD,Delivered,Kolkata
ORD_11333,CUST_7560,2024-02-05,4319,COD,Delivered,Chennai
ORD_11334,CUST_2897,2023-12-28,3119,Card,Delivered,Pune
ORD_11335,CUST_7113,2024-04-23,4661,COD,Delivered,Chennai
ORD_11336,CUST_5835,2024-05-17,2698,Card,Returned,Delhi
ORD_11337,CUST_7221,2024-03-03,1692,UPI,Delivered,Kolkata
ORD_11338,CUST_7257,2023-12-20,4686,Card,Delivered,Pune
ORD_11339,CUST_7326,2024-04-26,4194,UPI,Delivered,Mumbai
ORD_11340,CUST_5094,2024-03-18,2433,Card,Delivered,Hyderabad
ORD_11341,CUST_4939,2024-05-03,3556,Netbanking,Delivered,Kolkata
ORD_11342,CUST_3011,2024-05-18,1268,Card,Delivered,Delhi
ORD_11343,CUST_1118,2024-03-16,2846,Card,Returned,Chennai
ORD_11344,CUST_8856,2024-02-26,2409,Card,Delivered,Pune
ORD_11345,CUST_8793,2024-04-04,1348,Card,Delivered,Pune
ORD_11346,CUST_3622,2024-04-02,2974,UPI,Returned,Pune
ORD_11347,CUST_3317,2024-01-08,3870,COD,Delivered,Pune
ORD_11348,CUST_1629,2024-05-10,4904,Netbanking,Delivered,Pune
ORD_11349,CUST_3200,2023-12-17,4479,Card,Delivered,Pune
ORD_11350,CUST_3970,2024-02-25,817,Card,Delivered,Chennai
ORD_11351,CUST_7807,2023-12-09,2277,Netbanking,Delivered,Pune
ORD_11352,CUST_7735,2024-05-03,3391,UPI,Returned,Pune
ORD_11353,CUST_7259,2023-12-06,339,COD,Returned,Chennai
ORD_11354,CUST_7669,2024-04-11,3275,Netbanking,Delivered,Bangalore
ORD_11355,CUST_6208,2024-01-30,3299,Netbanking,Delivered,Hyderabad
ORD_11356,CUST_1783,2024-02-20,2659,Card,Delivered,Kolkata
ORD_11357,CUST_3200,2024-03-31,393,COD,Returned,Chennai
ORD_11358,CUST_8296,2024-05-31,848,UPI,Delivered,Delhi
ORD_11359,CUST_1183,2024-01-13,4446,Netbanking,Returned,Hyderabad
ORD_11360,CUST_3015,2024-02-21,4142,Netbanking,Delivered,Hyderabad
ORD_11361,CUST_5356,2023-12-23,3920,Netbanking,Returned,Pune
ORD_11362,CUST_3094,2023-12-30,5251,Netbanking,Returned,Pune
ORD_11363,CUST_2565,2024-02-05,988,Card,Delivered,Bangalore
ORD_11364,CUST_2583,2023-12-10,5166,Netbanking,Delivered,Delhi
ORD_11365,CUST_4191,2023-12-20,1176,COD,Cancelled,Pune
ORD_11366,CUST_7168,2024-05-09,1953,Netbanking,Delivered,Chennai
ORD_11367,CUST_4486,2023-12-07,2273,UPI,Cancelled,Pune
ORD_11368,CUST_2124,2023-12-25,2091,COD,Returned,Kolkata
ORD_11369,CUST_6871,2024-02-20,1659,UPI,Delivered,Pune
ORD_11370,CUST_4432,2023-12-07,1500,Card,Returned,Mumbai
ORD_11371,CUST_1511,2024-05-04,423,Netbanking,Delivered,Pune
ORD_11372,CUST_2737,2024-04-20,4732,COD,Delivered,Chennai
ORD_11373,CUST_2556,2023-12-10,1939,UPI,Delivered,Hyderabad
ORD_11374,CUST_4814,2024-04-20,4869,COD,Delivered,Chennai
ORD_11375,CUST_8934,2024-01-31,2288,UPI,Delivered,Bangalore
ORD_11376,CUST_5091,2024-04-01,660,Card,Delivered,Kolkata
ORD_11377,CUST_6183,2024-03-03,3617,Netbanking,Returned,Hyderabad
ORD_11378,CUST_6706,2024-05-26,4675,COD,Delivered,Pune
ORD_11379,CUST_5559,2024-01-16,1788,Netbanking,Delivered,Delhi
ORD_11380,CUST_4302,2024-03-29,314,Card,Delivered,Kolkata
ORD_11381,CUST_5904,2024-04-12,1170,COD,Returned,Hyderabad
ORD_11382,CUST_6439,2024-04-12,3854,Card,Delivered,Delhi
ORD_11383,CUST_3959,2024-03-25,527,UPI,Delivered,Kolkata
ORD_11384,CUST_2728,2024-03-18,2088,UPI,Cancelled,Pune
ORD_11385,CUST_5260,2024-05-18,2520,UPI,Delivered,Kolkata
ORD_11386,CUST_4619,2024-03-29,528,Netbanking,Returned,Pune
ORD_11387,CUST_2348,2024-02-13,1385,Netbanking,Delivered,Mumbai
ORD_11388,CUST_8897,2024-01-26,4977,Netbanking,Cancelled,Pune
ORD_11389,CUST_5940,2024-05-30,2307,UPI,Delivered,Chennai
ORD_11390,CUST_8037,2024-02-16,3204,Netbanking,Returned,Mumbai
ORD_11391,CUST_4108,2024-03-30,3906,UPI,Delivered,Hyderabad
ORD_11392,CUST_1059,2024-02-09,5231,Netbanking,Delivered,Chennai
ORD_11393,CUST_6103,2024-04-14,4459,UPI,Delivered,Pune
ORD_11394,CUST_8632,2024-01-19,555,COD,Delivered,Chennai
ORD_11395,CUST_3021,2024-02-17,1384,Netbanking,Delivered,Delhi
ORD_11396,CUST_4214,2024-03-28,5110,Card,Cancelled,Bangalore
ORD_11397,CUST_4091,2024-05-03,1062,COD,Cancelled,Delhi
ORD_11398,CUST_1426,2024-04-17,761,COD,Cancelled,Hyderabad
ORD_11399,CUST_6930,2023-12-30,4719,UPI,Delivered,Delhi
ORD_11400,CUST_4092,2024-03-08,2560,UPI,Returned,Delhi
ORD_11401,CUST_3850,2024-03-23,2662,Card,Delivered,Mumbai
ORD_11402,CUST_1296,2024-03-06,1064,Card,Delivered,Mumbai
ORD_11403,CUST_1721,2023-12-31,4890,Card,Delivered,Kolkata
ORD_11404,CUST_7998,2024-01-27,2018,Netbanking,Delivered,Bangalore
ORD_11405,CUST_8437,2024-03-23,2955,Netbanking,Delivered,Mumbai
ORD_11406,CUST_2888,2024-01-02,5016,UPI,Delivered,Pune
ORD_11407,CUST_1675,2024-02-21,3045,Netbanking,Delivered,Hyderabad
ORD_11408,CUST_8636,2024-02-20,4580,COD,Delivered,Delhi
ORD_11409,CUST_5621,2024-02-03,4464,Netbanking,Delivered,Kolkata
ORD_11410,CUST_6669,2024-04-07,2502,Card,Delivered,Kolkata
ORD_11411,CUST_6827,2024-05-27,4848,Card,Delivered,Kolkata
ORD_11412,CUST_1736,2024-01-16,474,COD,Cancelled,Pune
ORD_11413,CUST_3047,2024-03-11,1031,Netbanking,Returned,Chennai
ORD_11414,CUST_7545,2024-05-06,3707,Netbanking,Delivered,Bangalore
ORD_11415,CUST_8717,2024-01-07,4813,UPI,Delivered,Pune
ORD_11416,CUST_8574,2024-04-22,1512,UPI,Delivered,Kolkata
ORD_11417,CUST_3803,2024-02-13,5129,UPI,Delivered,Pune
ORD_11418,CUST_8298,2024-01-19,3345,Netbanking,Delivered,Hyderabad
ORD_11419,CUST_5516,2024-05-02,4915,Card,Delivered,Kolkata
ORD_11420,CUST_3733,2024-04-19,2698,UPI,Cancelled,Hyderabad
ORD_11421,CUST_7455,2024-02-28,4952,Netbanking,Delivered,Pune
ORD_11422,CUST_6970,2023-12-10,557,UPI,Cancelled,Delhi
ORD_11423,CUST_2642,2024-04-03,1295,COD,Delivered,Delhi
ORD_11424,CUST_8980,2024-06-01,352,Card,Returned,Delhi
ORD_11425,CUST_2690,2024-04-16,2723,UPI,Cancelled,Mumbai
ORD_11426,CUST_1514,2024-03-12,3466,UPI,Delivered,Delhi
ORD_11427,CUST_3460,2024-02-27,5248,Card,Cancelled,Bangalore
ORD_11428,CUST_7838,2024-02-08,3864,COD,Delivered,Chennai
ORD_11429,CUST_5395,2023-12-28,3017,COD,Returned,Bangalore
ORD_11430,CUST_5010,2024-03-05,4041,UPI,Cancelled,Kolkata
ORD_11431,CUST_8253,2024-04-28,648,Netbanking,Delivered,Delhi
ORD_11432,CUST_2080,2023-12-10,1987,COD,Delivered,Hyderabad
